用户id,订单量,商品种类数,商品数量,用户长度,复购次数
48136,9,8,9,326,1
48137,8,3,17,198,5
48138,1,1,2,69,
48139,6,3,6,77,3
4814,1,1,1,11,
48140,5,3,6,210,2
48141,15,12,30,324,3
48142,36,8,43,351,28
48143,3,2,4,171,1
48144,2,1,2,171,1
48145,25,12,40,176,13
48146,4,3,4,178,1
48147,7,6,8,114,1
48148,7,7,7,266,0
48149,2,1,2,137,1
4815,18,13,21,260,5
48150,11,10,11,364,1
48151,11,2,11,362,9
48152,6,4,10,215,2
48153,32,20,38,213,12
48154,29,18,39,351,11
48155,13,12,15,317,1
48156,2,2,2,112,0
48157,1,1,2,14,
48158,2,2,2,194,0
48159,3,2,7,310,1
4816,7,6,9,165,1
48160,14,7,41,335,7
48161,1,1,5,27,
48162,1,1,1,34,
48163,2,1,2,106,1
48164,3,3,3,147,0
48165,6,2,13,192,4
48166,8,6,18,348,2
48167,2,2,2,266,0
48168,4,3,24,84,1
48169,1,1,1,51,
4817,1,1,1,44,
48170,6,3,18,123,3
48171,5,2,16,336,3
48172,4,3,4,168,1
48173,13,5,16,134,8
48174,3,2,4,132,1
48175,3,3,4,80,0
48176,1,1,1,28,
48177,7,5,13,347,2
48178,3,3,4,58,0
48179,1,1,2,58,
4818,6,1,6,276,5
48180,1,1,1,2,
48181,13,13,18,245,0
48182,1,1,4,12,
48183,36,28,49,265,8
48184,7,6,8,359,1
48185,1,1,1,17,
48186,28,17,55,342,11
48187,1,1,1,59,
48188,3,2,3,237,1
48189,1,1,2,74,
4819,3,2,3,181,1
48190,4,2,6,55,2
48191,7,6,12,277,1
48192,3,3,4,102,0
48193,1,1,1,60,
48194,2,2,2,176,0
48195,24,17,47,345,7
48196,17,12,18,354,5
48197,28,7,31,352,21
48198,1,1,1,12,
48199,6,4,11,169,2
482,1,1,1,67,
4820,7,3,16,191,4
48200,7,4,7,345,3
48201,3,3,3,158,0
48202,20,14,23,334,6
48203,1,1,3,52,
48204,1,1,1,11,
48205,2,2,2,118,0
48206,8,5,9,99,3
48207,1,1,1,44,
48208,3,3,3,64,0
48209,8,7,20,151,1
4821,10,7,11,316,3
48210,4,3,6,125,1
48211,4,2,13,171,2
48212,2,1,2,65,1
48213,28,13,35,360,15
48214,4,4,11,114,0
48215,7,5,7,361,2
48216,9,6,11,150,3
48217,2,2,6,183,0
48218,3,3,3,110,0
48219,2,1,3,12,1
4822,24,17,27,351,7
48220,1,1,1,57,
48221,3,3,3,70,0
48222,4,4,8,195,0
48223,3,3,5,317,0
48224,1,1,1,47,
48225,5,5,5,141,0
48226,20,9,28,337,11
48227,1,1,2,52,
48228,6,3,6,146,3
48229,2,2,2,83,0
4823,2,1,2,30,1
48230,5,4,5,281,1
48231,12,4,19,245,8
48232,1,1,1,66,
48233,4,3,4,54,1
48234,11,8,14,150,3
48235,7,6,8,255,1
48236,2,2,3,47,0
48237,5,3,8,348,2
48238,4,4,4,336,0
48239,34,15,103,317,19
4824,3,2,4,319,1
48240,1,1,2,64,
48241,1,1,1,31,
48242,6,6,19,318,0
48243,37,19,120,364,18
48244,2,2,4,62,0
48245,1,1,1,62,
48246,2,2,2,45,0
48247,4,3,14,335,1
48248,1,1,1,64,
48249,2,2,2,68,0
4825,4,3,4,52,1
48250,15,8,21,129,7
48251,2,2,2,5,0
48252,25,15,26,362,10
48253,2,2,3,72,0
48254,17,4,45,351,13
48255,4,1,4,87,3
48256,13,13,17,233,0
48257,5,5,7,292,0
48258,1,1,1,33,
48259,3,2,5,115,1
4826,1,1,8,34,
48260,3,2,3,86,1
48261,4,4,4,44,0
48262,12,8,22,332,4
48263,7,6,7,88,1
48264,5,4,5,116,1
48265,1,1,1,58,
48266,1,1,1,46,
48267,1,1,1,79,
48268,6,6,6,283,0
48269,9,4,9,318,5
4827,2,2,3,82,0
48270,2,1,2,62,1
48271,6,4,21,351,2
48272,12,10,13,264,2
48273,1,1,1,21,
48274,5,3,5,80,2
48275,1,1,1,33,
48276,4,4,7,286,0
48277,7,7,8,171,0
48278,3,1,6,278,2
48279,7,4,7,200,3
4828,6,4,11,181,2
48280,22,11,38,153,11
48281,7,6,15,221,1
48282,16,15,18,353,1
48283,11,10,30,305,1
48284,6,4,6,141,2
48285,2,2,2,71,0
48286,2,2,5,171,0
48287,3,2,4,44,1
48288,12,11,12,227,1
48289,7,5,11,316,2
4829,6,2,6,277,4
48290,5,5,9,141,0
48291,17,6,26,357,11
48292,2,2,4,82,0
48293,20,18,23,222,2
48294,15,12,28,224,3
48295,1,1,3,33,
48296,7,3,7,263,4
48297,9,5,13,122,4
48298,2,2,2,27,0
48299,2,2,2,132,0
483,5,5,9,224,0
4830,1,1,1,8,
48300,4,4,4,50,0
48301,16,8,20,236,8
48302,1,1,2,47,
48303,5,4,13,318,1
48304,22,11,24,252,11
48305,8,8,11,236,0
48306,3,3,3,59,0
48307,6,6,18,20,0
48308,5,4,8,172,1
48309,4,3,8,19,1
4831,9,7,16,40,2
48310,12,7,16,263,5
48311,14,10,16,319,4
48312,17,10,17,359,7
48313,1,1,1,8,
48314,14,9,31,317,5
48315,1,1,1,29,
48316,9,8,12,171,1
48317,2,2,3,22,0
48318,13,9,13,135,4
48319,20,8,25,328,12
4832,1,1,1,46,
48320,4,2,5,167,2
48321,1,1,1,76,
48322,2,2,2,331,0
48323,1,1,2,9,
48324,3,2,3,231,1
48325,1,1,2,62,
48326,9,7,17,171,2
48327,4,2,6,105,2
48328,3,3,5,49,0
48329,9,9,12,159,0
4833,9,5,20,362,4
48330,19,5,19,345,14
48331,7,6,11,144,1
48332,14,7,21,358,7
48333,23,10,32,357,13
48334,16,3,157,364,13
48335,9,4,23,108,5
48336,3,3,3,40,0
48337,10,6,34,285,4
48338,1,1,1,12,
48339,3,3,7,314,0
4834,9,4,19,270,5
48340,3,2,3,70,1
48341,3,2,3,317,1
48342,4,4,4,120,0
48343,6,5,7,265,1
48344,2,2,2,45,0
48345,4,2,4,219,2
48346,24,17,41,351,7
48347,3,2,3,317,1
48348,2,2,3,171,0
48349,10,9,12,342,1
4835,2,2,3,82,0
48350,4,4,7,176,0
48351,3,2,3,47,1
48352,2,2,14,74,0
48353,5,4,9,339,1
48354,5,3,7,90,2
48355,3,3,3,9,0
48356,10,5,10,181,5
48357,30,18,47,322,12
48358,3,3,3,178,0
48359,1,1,1,55,
4836,1,1,2,7,
48360,5,5,5,140,0
48361,1,1,1,21,
48362,3,3,4,109,0
48363,12,7,12,331,5
48364,2,2,2,85,0
48365,4,4,4,170,0
48366,1,1,1,38,
48367,11,4,12,353,7
48368,1,1,1,74,
48369,7,7,8,287,0
4837,15,10,15,365,5
48370,8,4,8,363,4
48371,4,4,4,185,0
48372,7,7,16,83,0
48373,6,3,9,343,3
48374,3,2,8,53,1
48375,15,8,16,170,7
48376,6,6,6,113,0
48377,5,3,6,109,2
48378,4,3,4,72,1
48379,9,5,10,237,4
4838,1,1,1,87,
48380,1,1,2,40,
48381,3,3,3,75,0
48382,7,4,7,222,3
48383,12,9,40,67,3
48384,2,2,2,73,0
48385,11,9,17,352,2
48386,27,11,35,364,16
48387,9,7,10,70,2
48388,8,3,9,322,5
48389,7,3,7,352,4
4839,8,6,17,298,2
48390,3,2,3,3,1
48391,2,2,2,348,0
48392,3,2,4,34,1
48393,3,3,3,54,0
48394,2,1,2,12,1
48395,6,6,6,236,0
48396,1,1,2,70,
48397,12,5,23,172,7
48398,8,7,8,204,1
48399,2,2,3,50,0
484,7,2,9,308,5
4840,12,6,27,129,6
48400,14,11,26,332,3
48401,5,4,6,89,1
48402,1,1,1,77,
48403,24,13,59,344,11
48404,1,1,1,25,
48405,1,1,2,24,
48406,8,7,8,252,1
48407,9,2,9,355,7
48408,4,1,4,215,3
48409,1,1,1,28,
4841,27,25,40,213,2
48410,12,8,13,264,4
48411,1,1,2,50,
48412,3,3,3,75,0
48413,22,17,42,346,5
48414,11,9,35,327,2
48415,1,1,1,25,
48416,4,2,7,65,2
48417,3,3,3,62,0
48418,1,1,1,45,
48419,4,3,8,334,1
4842,11,6,17,182,5
48420,19,6,19,317,13
48421,3,2,6,46,1
48422,3,2,7,42,1
48423,9,5,11,321,4
48424,1,1,1,43,
48425,5,2,13,59,3
48426,1,1,1,54,
48427,21,11,32,235,10
48428,21,8,25,357,13
48429,4,4,5,59,0
4843,20,12,20,242,8
48430,1,1,1,34,
48431,1,1,1,42,
48432,10,5,11,264,5
48433,21,19,21,239,2
48434,10,5,11,319,5
48435,6,6,14,173,0
48436,6,6,12,257,0
48437,5,4,6,118,1
48438,1,1,2,17,
48439,5,3,10,171,2
4844,1,1,1,35,
48440,3,3,6,260,0
48441,1,1,1,84,
48442,2,1,4,105,1
48443,3,3,3,72,0
48444,1,1,1,43,
48445,13,9,20,350,4
48446,11,6,11,255,5
48447,1,1,1,74,
48448,1,1,1,21,
48449,7,6,11,69,1
4845,5,4,5,303,1
48450,1,1,1,36,
48451,4,4,5,105,0
48452,3,3,3,11,0
48453,1,1,1,21,
48454,7,6,8,364,1
48455,1,1,1,19,
48456,5,4,7,252,1
48457,5,4,5,349,1
48458,10,4,22,350,6
48459,3,3,3,28,0
4846,9,5,10,315,4
48460,3,3,3,280,0
48461,17,5,21,231,12
48462,8,4,8,238,4
48463,1,1,3,61,
48464,1,1,1,13,
48465,2,1,4,87,1
48466,18,3,28,361,15
48467,7,5,16,318,2
48468,6,3,8,181,3
48469,9,3,33,339,6
4847,1,1,3,80,
48470,17,17,23,190,0
48471,6,5,8,260,1
48472,16,9,29,325,7
48473,18,10,30,240,8
48474,5,4,9,32,1
48475,2,1,4,113,1
48476,17,15,18,254,2
48477,7,5,7,175,2
48478,3,2,3,299,1
48479,3,2,3,27,1
4848,22,5,47,364,17
48480,12,6,25,281,6
48481,6,5,8,68,1
48482,2,2,2,142,0
48483,2,2,2,52,0
48484,1,1,1,69,
48485,2,2,4,21,0
48486,3,3,3,6,0
48487,7,5,7,229,2
48488,40,19,61,349,21
48489,10,7,11,276,3
4849,11,6,13,154,5
48490,3,3,3,33,0
48491,4,4,4,144,0
48492,2,1,2,75,1
48493,5,5,13,76,0
48494,2,2,4,20,0
48495,7,7,8,65,0
48496,4,2,5,99,2
48497,3,3,7,175,0
48498,2,1,2,146,1
48499,1,1,1,61,
485,5,5,6,343,0
4850,16,9,20,160,7
48500,3,2,9,158,1
48501,4,3,22,171,1
48502,1,1,1,5,
48503,6,2,7,243,4
48504,30,22,52,348,8
48505,4,3,4,140,1
48506,2,1,2,25,1
48507,2,2,2,74,0
48508,29,22,51,361,7
48509,24,9,27,352,15
4851,5,4,5,79,1
48510,1,1,1,26,
48511,1,1,1,31,
48512,8,6,8,360,2
48513,3,3,4,226,0
48514,8,8,17,314,0
48515,16,6,21,221,10
48516,1,1,1,50,
48517,1,1,1,18,
48518,5,4,5,308,1
48519,13,9,20,267,4
4852,6,5,9,317,1
48520,1,1,1,43,
48521,13,9,18,329,4
48522,6,5,12,196,1
48523,2,2,2,31,0
48524,6,2,6,140,4
48525,1,1,1,57,
48526,6,5,6,263,1
48527,10,7,10,339,3
48528,1,1,1,39,
48529,5,5,7,126,0
4853,2,2,4,333,0
48530,1,1,1,69,
48531,7,6,7,350,1
48532,2,2,4,88,0
48533,3,3,3,344,0
48534,6,4,8,249,2
48535,14,6,22,231,8
48536,1,1,1,75,
48537,17,13,17,361,4
48538,17,9,21,279,8
48539,7,4,10,54,3
4854,8,4,11,363,4
48540,2,2,2,15,0
48541,18,5,26,352,13
48542,10,2,16,348,8
48543,4,2,6,342,2
48544,20,11,43,348,9
48545,1,1,1,17,
48546,13,8,27,285,5
48547,4,3,4,34,1
48548,3,1,9,127,2
48549,1,1,1,20,
4855,4,2,5,179,2
48550,18,15,22,359,3
48551,13,11,15,203,2
48552,58,33,100,335,25
48553,34,30,49,360,4
48554,3,3,3,304,0
48555,1,1,1,44,
48556,3,3,3,75,0
48557,23,16,27,313,7
48558,3,3,3,175,0
48559,1,1,1,38,
4856,13,6,15,363,7
48560,6,4,7,117,2
48561,1,1,1,38,
48562,6,5,6,134,1
48563,8,7,12,348,1
48564,6,5,11,179,1
48565,17,10,21,116,7
48566,6,3,6,333,3
48567,12,9,13,182,3
48568,12,7,13,270,5
48569,1,1,1,6,
4857,1,1,1,50,
48570,2,2,2,145,0
48571,4,3,4,104,1
48572,1,1,5,21,
48573,8,7,10,73,1
48574,7,6,20,222,1
48575,4,4,5,238,0
48576,12,2,12,356,10
48577,17,14,52,26,3
48578,10,3,31,364,7
48579,1,1,2,87,
4858,2,2,2,36,0
48580,6,2,13,263,4
48581,3,2,4,75,1
48582,32,26,39,357,6
48583,4,3,9,192,1
48584,24,17,56,326,7
48585,10,8,11,334,2
48586,2,2,2,32,0
48587,1,1,1,24,
48588,23,20,24,364,3
48589,7,6,7,175,1
4859,8,2,11,142,6
48590,16,5,21,138,11
48591,2,2,4,30,0
48592,2,2,2,76,0
48593,3,2,4,109,1
48594,1,1,1,18,
48595,3,2,3,106,1
48596,3,3,7,88,0
48597,3,2,3,148,1
48598,10,8,12,119,2
48599,2,2,3,236,0
486,8,5,10,190,3
4860,2,2,2,63,0
48600,2,2,2,52,0
48601,15,9,15,221,6
48602,9,3,17,232,6
48603,1,1,1,19,
48604,2,2,2,71,0
48605,48,18,67,362,30
48606,3,3,5,323,0
48607,6,4,6,307,2
48608,8,4,11,204,4
48609,1,1,1,50,
4861,14,7,21,318,7
48610,26,19,53,350,7
48611,18,8,53,341,10
48612,1,1,1,64,
48613,4,3,7,144,1
48614,6,6,6,119,0
48615,5,2,5,164,3
48616,1,1,1,75,
48617,1,1,1,10,
48618,9,3,9,350,6
48619,8,3,8,328,5
4862,2,2,2,45,0
48620,5,3,5,239,2
48621,6,6,6,93,0
48622,1,1,4,25,
48623,4,3,4,83,1
48624,4,3,8,85,1
48625,6,6,8,228,0
48626,3,1,3,108,2
48627,1,1,1,18,
48628,2,2,2,46,0
48629,13,12,15,260,1
4863,8,4,11,172,4
48630,6,5,12,175,1
48631,3,3,3,63,0
48632,1,1,1,69,
48633,4,2,4,188,2
48634,2,2,3,323,0
48635,1,1,1,11,
48636,13,5,13,340,8
48637,6,4,6,80,2
48638,18,16,20,317,2
48639,1,1,1,44,
4864,26,11,30,353,15
48640,4,3,4,18,1
48641,8,8,11,293,0
48642,10,3,37,140,7
48643,14,12,19,184,2
48644,1,1,1,29,
48645,3,2,3,126,1
48646,22,10,43,361,12
48647,5,4,5,356,1
48648,2,2,2,56,0
48649,7,6,7,321,1
4865,3,3,3,105,0
48650,1,1,1,37,
48651,8,5,25,207,3
48652,79,61,111,334,18
48653,10,4,16,153,6
48654,9,3,27,360,6
48655,14,3,14,325,11
48656,2,1,12,116,1
48657,5,5,5,137,0
48658,1,1,1,20,
48659,2,2,4,20,0
4866,5,5,5,182,0
48660,1,1,1,3,
48661,3,3,3,83,0
48662,8,5,8,69,3
48663,57,31,69,352,26
48664,2,2,3,56,0
48665,2,2,3,75,0
48666,3,3,14,189,0
48667,4,4,4,171,0
48668,7,7,10,346,0
48669,22,15,26,333,7
4867,2,2,2,171,0
48670,3,3,3,80,0
48671,2,1,5,65,1
48672,41,14,63,354,27
48673,3,2,4,42,1
48674,5,4,8,150,1
48675,5,3,7,200,2
48676,4,1,4,303,3
48677,1,1,1,51,
48678,2,2,3,140,0
48679,3,3,3,46,0
4868,2,2,43,2,0
48680,4,2,4,154,2
48681,2,2,2,28,0
48682,1,1,1,62,
48683,3,3,4,362,0
48684,12,6,18,212,6
48685,8,4,13,74,4
48686,7,3,11,250,4
48687,26,16,45,359,10
48688,1,1,1,62,
48689,8,4,14,210,4
4869,2,1,2,26,1
48690,15,6,27,356,9
48691,19,3,19,353,16
48692,1,1,1,15,
48693,2,2,2,353,0
48694,5,3,5,294,2
48695,9,2,12,333,7
48696,7,7,8,307,0
48697,1,1,1,8,
48698,2,2,2,37,0
48699,3,3,4,145,0
487,9,5,9,362,4
4870,4,4,4,352,0
48700,1,1,1,76,
48701,14,5,15,364,9
48702,8,7,8,111,1
48703,9,2,12,313,7
48704,2,2,3,140,0
48705,9,7,13,72,2
48706,2,1,4,123,1
48707,4,4,6,191,0
48708,1,1,1,57,
48709,15,14,16,224,1
4871,8,3,8,180,5
48710,2,2,2,77,0
48711,1,1,1,67,
48712,5,5,5,176,0
48713,3,2,4,166,1
48714,10,8,11,174,2
48715,5,1,6,207,4
48716,2,1,2,161,1
48717,1,1,1,32,
48718,1,1,1,20,
48719,3,3,3,111,0
4872,1,1,2,8,
48720,11,4,44,321,7
48721,2,2,2,28,0
48722,14,9,20,118,5
48723,3,2,3,60,1
48724,23,11,25,357,12
48725,1,1,1,70,
48726,1,1,2,12,
48727,7,3,8,108,4
48728,16,11,18,318,5
48729,1,1,1,12,
4873,4,4,4,324,0
48730,9,5,9,236,4
48731,1,1,1,25,
48732,3,2,3,170,1
48733,1,1,1,12,
48734,2,1,2,44,1
48735,44,31,76,359,13
48736,6,5,9,68,1
48737,2,2,2,326,0
48738,10,9,11,250,1
48739,1,1,1,60,
4874,1,1,2,70,
48740,3,3,4,82,0
48741,26,16,29,254,10
48742,1,1,1,86,
48743,4,2,8,123,2
48744,1,1,1,43,
48745,5,5,5,334,0
48746,22,8,27,263,14
48747,27,11,41,358,16
48748,1,1,1,35,
48749,16,13,43,337,3
4875,35,30,38,347,5
48750,3,3,3,20,0
48751,6,6,8,297,0
48752,2,2,2,119,0
48753,7,6,9,118,1
48754,23,11,39,347,12
48755,7,5,10,144,2
48756,9,8,9,294,1
48757,5,5,5,175,0
48758,6,6,6,172,0
48759,1,1,4,62,
4876,2,2,2,27,0
48760,2,2,2,55,0
48761,14,13,28,311,1
48762,6,3,8,79,3
48763,10,10,11,357,0
48764,6,6,6,147,0
48765,9,4,9,354,5
48766,39,27,108,348,12
48767,19,5,22,335,14
48768,7,5,10,182,2
48769,2,2,2,76,0
4877,15,8,32,333,7
48770,3,2,3,249,1
48771,7,6,7,106,1
48772,2,2,2,80,0
48773,3,2,4,109,1
48774,3,2,3,130,1
48775,7,3,10,140,4
48776,2,1,3,57,1
48777,4,4,11,79,0
48778,4,1,7,318,3
48779,10,6,15,152,4
4878,18,10,27,363,8
48780,2,2,2,47,0
48781,1,1,1,29,
48782,8,8,8,313,0
48783,6,6,6,212,0
48784,2,2,2,40,0
48785,22,17,27,350,5
48786,2,2,4,61,0
48787,1,1,1,39,
48788,2,1,2,74,1
48789,2,2,2,38,0
4879,1,1,1,72,
48790,17,6,26,363,11
48791,1,1,1,10,
48792,3,3,5,50,0
48793,2,1,4,364,1
48794,10,8,17,342,2
48795,6,6,9,171,0
48796,10,5,18,290,5
48797,14,13,20,356,1
48798,27,14,45,328,13
48799,28,15,44,349,13
488,21,8,35,334,13
4880,2,2,3,78,0
48800,1,1,1,77,
48801,12,7,13,216,5
48802,7,4,7,239,3
48803,10,6,15,294,4
48804,33,10,47,355,23
48805,1,1,1,46,
48806,4,3,7,87,1
48807,21,14,24,331,7
48808,2,2,3,46,0
48809,1,1,4,63,
4881,5,5,5,147,0
48810,6,3,6,240,3
48811,1,1,1,13,
48812,9,7,13,352,2
48813,2,1,2,108,1
48814,1,1,1,48,
48815,1,1,1,54,
48816,6,5,6,345,1
48817,3,3,5,162,0
48818,16,14,24,221,2
48819,2,2,3,9,0
4882,6,4,6,211,2
48820,3,3,3,7,0
48821,3,3,3,171,0
48822,1,1,1,81,
48823,9,7,12,203,2
48824,1,1,1,52,
48825,2,2,4,55,0
48826,1,1,2,50,
48827,16,4,18,172,12
48828,7,4,7,111,3
48829,1,1,9,23,
4883,19,12,28,297,7
48830,2,1,2,85,1
48831,3,2,8,56,1
48832,3,3,3,72,0
48833,19,16,36,365,3
48834,1,1,1,22,
48835,15,8,18,211,7
48836,15,5,25,364,10
48837,6,5,10,68,1
48838,3,2,6,60,1
48839,7,4,7,365,3
4884,2,1,2,111,1
48840,27,16,33,360,11
48841,1,1,6,37,
48842,3,3,3,112,0
48843,4,3,4,102,1
48844,6,5,6,196,1
48845,2,2,2,162,0
48846,3,1,6,323,2
48847,19,7,39,362,12
48848,4,4,4,172,0
48849,11,9,29,341,2
4885,1,1,1,10,
48850,4,4,5,20,0
48851,1,1,1,81,
48852,7,5,7,339,2
48853,1,1,1,56,
48854,1,1,1,19,
48855,61,28,135,346,33
48856,1,1,1,49,
48857,1,1,1,69,
48858,3,1,5,39,2
48859,3,2,3,60,1
4886,1,1,1,67,
48860,1,1,1,35,
48861,14,11,15,179,3
48862,10,7,26,317,3
48863,10,10,10,257,0
48864,10,6,10,355,4
48865,1,1,2,70,
48866,1,1,1,13,
48867,25,9,39,334,16
48868,3,3,4,258,0
48869,14,13,15,181,1
4887,2,2,2,144,0
48870,1,1,1,1,
48871,10,5,10,363,5
48872,6,6,7,335,0
48873,25,15,25,363,10
48874,3,3,3,280,0
48875,5,1,8,101,4
48876,14,11,15,352,3
48877,7,5,8,258,2
48878,2,2,4,78,0
48879,1,1,1,30,
4888,1,1,1,87,
48880,19,3,27,357,16
48881,2,2,2,3,0
48882,12,5,14,317,7
48883,15,13,18,178,2
48884,5,2,6,307,3
48885,1,1,1,32,
48886,2,2,5,3,0
48887,18,7,21,239,11
48888,13,2,13,193,11
48889,5,5,5,296,0
4889,3,3,3,199,0
48890,5,5,6,153,0
48891,1,1,1,9,
48892,5,2,14,68,3
48893,8,3,9,183,5
48894,10,8,11,141,2
48895,10,9,24,116,1
48896,3,1,3,204,2
48897,1,1,1,57,
48898,4,3,4,13,1
48899,2,2,2,71,0
489,4,3,4,71,1
4890,6,4,9,100,2
48900,3,1,7,65,2
48901,50,22,65,361,28
48902,26,10,27,360,16
48903,13,7,20,306,6
48904,1,1,4,54,
48905,48,29,58,361,19
48906,7,7,7,218,0
48907,3,2,3,100,1
48908,8,5,10,190,3
48909,4,4,4,141,0
4891,19,8,41,356,11
48910,2,2,2,5,0
48911,1,1,1,22,
48912,16,7,37,333,9
48913,6,4,6,113,2
48914,1,1,1,47,
48915,8,4,9,202,4
48916,8,4,8,89,4
48917,2,2,2,32,0
48918,3,2,3,83,1
48919,13,8,15,304,5
4892,2,2,5,14,0
48920,1,1,2,37,
48921,6,6,6,190,0
48922,1,1,1,18,
48923,2,2,2,18,0
48924,6,2,6,98,4
48925,4,3,5,348,1
48926,1,1,1,20,
48927,4,2,4,340,2
48928,2,2,5,55,0
48929,1,1,1,56,
4893,6,6,12,167,0
48930,5,4,5,224,1
48931,13,5,13,149,8
48932,10,2,12,318,8
48933,9,6,32,188,3
48934,1,1,1,87,
48935,12,9,13,361,3
48936,1,1,1,67,
48937,5,4,11,246,1
48938,1,1,1,24,
48939,2,2,2,82,0
4894,8,6,17,267,2
48940,7,4,9,360,3
48941,40,8,46,357,32
48942,4,4,4,70,0
48943,19,18,22,341,1
48944,1,1,1,66,
48945,1,1,1,29,
48946,9,7,9,365,2
48947,1,1,8,46,
48948,7,2,21,221,5
48949,9,8,17,352,1
4895,15,7,19,363,8
48950,4,3,4,103,1
48951,4,4,4,125,0
48952,54,28,109,365,26
48953,9,1,10,350,8
48954,17,9,21,317,8
48955,6,4,13,171,2
48956,7,1,12,248,6
48957,6,4,7,173,2
48958,14,9,16,332,5
48959,1,1,1,78,
4896,6,6,7,277,0
48960,1,1,1,5,
48961,2,2,2,194,0
48962,6,6,6,358,0
48963,2,2,8,86,0
48964,15,9,16,287,6
48965,13,6,15,325,7
48966,6,6,7,163,0
48967,11,5,16,346,6
48968,13,7,27,342,6
48969,6,5,6,145,1
4897,2,2,2,71,0
48970,16,12,34,326,4
48971,1,1,2,76,
48972,1,1,3,67,
48973,6,4,6,148,2
48974,11,9,16,178,2
48975,1,1,6,66,
48976,12,9,14,344,3
48977,13,5,19,351,8
48978,1,1,1,17,
48979,1,1,1,4,
4898,21,7,50,357,14
48980,12,9,16,250,3
48981,2,2,2,150,0
48982,2,2,2,62,0
48983,3,3,3,163,0
48984,8,6,12,256,2
48985,16,6,20,291,10
48986,8,5,12,336,3
48987,5,3,5,317,2
48988,14,11,16,335,3
48989,21,15,30,324,6
4899,15,15,18,173,0
48990,17,7,22,365,10
48991,1,1,1,10,
48992,1,1,1,51,
48993,3,3,5,120,0
48994,5,4,5,178,1
48995,1,1,1,44,
48996,9,8,24,318,1
48997,6,3,10,206,3
48998,2,2,2,171,0
48999,17,10,27,336,7
49,1,1,1,78,
490,2,2,4,36,0
4900,11,8,20,205,3
49000,7,3,16,188,4
49001,1,1,3,3,
49002,2,2,2,21,0
49003,8,7,9,143,1
49004,3,3,4,351,0
49005,3,3,3,148,0
49006,8,4,14,273,4
49007,18,7,34,365,11
49008,5,4,7,43,1
49009,1,1,1,7,
4901,20,10,40,350,10
49010,1,1,1,29,
49011,2,2,2,21,0
49012,2,2,2,159,0
49013,2,1,2,19,1
49014,1,1,1,3,
49015,5,4,7,357,1
49016,34,22,38,315,12
49017,14,8,26,288,6
49018,4,4,6,199,0
49019,5,3,6,54,2
4902,5,4,5,81,1
49020,1,1,1,50,
49021,1,1,1,29,
49022,11,7,12,320,4
49023,34,26,43,320,8
49024,2,1,3,88,1
49025,4,3,6,171,1
49026,5,5,8,321,0
49027,31,9,50,265,22
49028,12,7,24,361,5
49029,3,2,6,204,1
4903,12,9,21,328,3
49030,1,1,1,45,
49031,1,1,1,6,
49032,3,2,3,41,1
49033,1,1,1,48,
49034,6,6,7,245,0
49035,5,4,6,232,1
49036,2,2,3,165,0
49037,20,10,44,356,10
49038,9,8,14,325,1
49039,9,5,10,321,4
4904,6,6,6,65,0
49040,12,11,14,62,1
49041,1,1,1,11,
49042,18,2,21,346,16
49043,1,1,1,35,
49044,1,1,1,15,
49045,1,1,4,44,
49046,1,1,1,54,
49047,11,5,15,281,6
49048,7,5,9,271,2
49049,4,2,7,356,2
4905,4,3,4,289,1
49050,10,5,15,241,5
49051,12,7,12,342,5
49052,15,8,38,353,7
49053,23,7,27,350,16
49054,6,3,30,165,3
49055,17,13,38,357,4
49056,2,2,2,184,0
49057,18,7,18,353,11
49058,1,1,1,43,
49059,3,2,4,106,1
4906,2,2,5,44,0
49060,9,9,10,130,0
49061,1,1,2,6,
49062,7,4,38,342,3
49063,5,5,10,60,0
49064,20,12,33,363,8
49065,9,5,11,339,4
49066,1,1,1,52,
49067,3,3,3,304,0
49068,18,17,22,359,1
49069,3,3,3,66,0
4907,8,4,9,329,4
49070,30,15,32,335,15
49071,5,3,5,351,2
49072,1,1,1,52,
49073,17,5,22,357,12
49074,5,5,8,319,0
49075,9,3,12,329,6
49076,7,4,7,169,3
49077,1,1,1,25,
49078,18,11,53,320,7
49079,9,2,9,354,7
4908,4,2,4,79,2
49080,2,2,4,64,0
49081,14,13,17,287,1
49082,26,19,27,281,7
49083,8,7,12,359,1
49084,1,1,1,10,
49085,3,2,7,127,1
49086,13,5,25,198,8
49087,14,5,24,310,9
49088,1,1,1,83,
49089,1,1,1,80,
4909,20,13,28,364,7
49090,2,2,6,71,0
49091,2,2,2,37,0
49092,1,1,1,49,
49093,1,1,1,33,
49094,15,8,20,194,7
49095,14,8,19,129,6
49096,13,6,15,124,7
49097,10,7,11,343,3
49098,5,2,6,181,3
49099,2,2,3,362,0
491,5,3,5,225,2
4910,8,2,9,343,6
49100,1,1,1,46,
49101,5,3,13,140,2
49102,6,4,8,113,2
49103,14,8,15,293,6
49104,6,4,6,351,2
49105,4,4,4,137,0
49106,4,4,6,231,0
49107,13,9,15,302,4
49108,4,2,8,81,2
49109,8,6,8,315,2
4911,1,1,1,89,
49110,5,3,5,130,2
49111,30,23,34,207,7
49112,6,5,8,332,1
49113,1,1,1,48,
49114,5,3,6,104,2
49115,4,2,4,205,2
49116,3,2,7,105,1
49117,8,3,8,346,5
49118,9,6,9,339,3
