用户id,差评,好评,中评
53386,,3,
53388,,5,
53390,,7,
53391,,1,
53392,,1,
53394,,,1
53395,,7,
53397,,5,
53400,,3,
53404,,2,
53405,,6,
53409,,4,
53412,,6,
53414,,5,
53415,,10,
53420,,2,
53422,,4,
53424,1,5,
53425,,7,
53431,,1,
53433,,10,
53434,,3,
53435,,3,
53436,,3,
53437,,8,
53439,,7,
53440,,3,
53442,,1,
53443,,2,
53447,,11,
53449,,4,
53450,,3,1
53451,,2,
53452,,2,
53458,,1,
53459,,2,
53461,,1,
53462,,1,
53463,,1,
53466,,4,
53467,,5,
53468,,1,
53470,,,1
53472,,1,
53475,,1,
53479,1,,
53480,,1,
53483,,2,
53488,1,6,
53489,,2,
53496,,13,
53502,,14,
53503,,1,
53505,,4,
53506,,2,
53507,,12,
53509,,2,
53513,,1,
53516,,2,
53518,,9,
53520,,2,
53521,,2,
53525,,3,
53527,,2,
53528,,2,
53529,,1,
53530,,2,
53531,,1,
53535,,6,
53536,,3,
53539,1,3,
53540,,29,
53542,,7,
53545,,1,
53546,,4,
53550,,3,
53555,,1,
53556,,16,
53557,,5,
53558,,1,
53559,,18,
53563,,9,1
53566,,9,
53570,,1,
53572,,17,
53574,,6,
53575,,2,
53578,,16,1
53579,,13,
53580,,7,
53581,,5,
53582,,11,
53587,1,,
53588,,10,
53589,,1,
53591,,4,
53597,,4,1
53601,,2,
53604,,9,
53605,,4,
53607,,7,
53608,,6,
53609,,14,
53613,,9,
53615,,1,
53616,,1,
53619,,2,
53621,,,1
53624,,2,
53628,,9,
53629,,5,
53630,,1,
53631,,1,
53633,,13,
53634,,8,
53635,,4,
53636,,2,
53638,,33,
53640,,5,
53642,1,,
53645,,7,
53649,2,4,
53651,,16,
53652,1,,
53653,,2,
53655,,2,
53657,,9,
53660,,1,
53662,,6,
53667,,2,
53668,,4,
53669,,4,
53674,,5,
53676,,3,
53677,,3,
53678,,1,
53679,,1,
53680,,,1
53681,,2,
53682,,2,
53693,,88,
53695,,13,
53696,,13,
53701,,2,
53703,,1,
53706,,,1
53707,,1,
53711,,2,
53713,,11,
53714,,5,
53717,,9,
53718,,5,
53720,,13,
53725,,10,
53726,,4,
53728,,1,
53729,,16,
53730,,4,
53731,,2,
53732,,6,
53734,,1,
53735,,1,
53736,,2,
53743,,4,2
53744,,5,
53746,,36,1
53749,,2,
53753,,4,
53755,,1,
53756,,18,
53758,,9,
53759,,,1
53761,,6,
53763,,1,
53767,,4,
53768,,1,
53769,,1,
53770,,2,
53776,,3,
53778,,5,
53779,,1,
53784,,4,
53787,,2,
53788,,5,
53791,,1,
53792,,5,
53797,,4,
53804,,1,
53806,1,,
53808,,3,
53809,,11,
53810,,1,
53811,,1,
53814,,17,
53815,,1,
53817,,22,
53820,,1,
53821,,9,
53822,,1,
53823,,2,
53825,2,4,
53828,,47,
53829,,1,
53833,,2,
53834,,4,
53836,,2,
53837,,4,
53845,,4,
53849,1,2,
53850,,5,
53852,,11,
53853,,1,
53855,,4,
53858,1,11,1
53861,,3,
53863,,6,
53864,,1,
53865,,2,
53875,,19,
53876,,13,
53878,,4,
53879,,2,
53881,1,,
53882,,1,
53884,,3,
53886,,3,
53887,,58,
53889,,1,
53891,,5,
53895,,5,
53899,,18,
53900,,1,
53901,,2,
53903,,2,
53905,,2,
53908,,2,
53909,,6,1
53911,,1,
53912,,1,
53914,,1,
53916,,1,
53917,,3,
53921,2,,
53922,,2,
53923,,2,
53927,,6,
53928,,1,
53932,,1,
53933,,11,
53934,,26,
53935,,11,
53936,,1,
53937,,4,
53939,,1,
53945,,2,
53948,,7,
53950,,7,
53954,,2,
53955,,1,
53956,,11,
53961,,3,
53966,,9,
53972,,5,
53974,,1,
53975,,2,
53984,,9,
53986,,10,
53987,,4,
53988,,10,
53989,1,1,
53990,,4,
53991,,3,
53993,,2,1
53994,,31,
53995,,7,
53998,,1,
54006,,2,
54008,,2,
54010,,14,
54011,,4,
54013,,1,
54015,,8,
54018,,1,
54019,,1,
54022,,23,
54027,,1,
54028,,1,
54031,,5,
54032,,2,
54033,,1,
54034,,6,
54039,,13,
54040,,36,1
54041,,3,
54042,,1,
54043,,1,
54045,,7,
54046,,2,
54047,,2,1
54048,,2,
54056,,14,
54058,,12,
54060,,1,
54063,,1,
54064,,1,
54067,,1,
54068,,2,
54070,,1,
54071,,1,
54074,,5,
54076,,17,
54079,,1,
54080,,1,
54081,,2,
54083,,1,
54086,,1,
54087,,4,
54088,,12,
54090,,1,
54094,,1,
54095,,4,
54096,,6,
54098,,1,
54100,,3,
54101,,5,
54102,1,4,
54104,,4,
54106,,5,
54108,,2,
54110,,3,
54111,,4,
54112,,4,
54113,,3,
54116,,1,
54117,,2,
54119,,2,
54120,,1,
54121,,2,
54127,,3,
54130,,3,
54131,,5,
54132,,5,
54134,,7,
54139,,1,
54143,,2,
54145,,13,
54146,,22,
54147,,4,
54148,,2,
54150,1,,
54153,,1,
54154,,3,
54157,,24,
54158,,2,
54162,,35,1
54164,,7,
54166,,2,
54168,,2,
54169,,2,
54170,1,12,1
54172,,12,
54177,,1,
54180,,1,
54183,,2,
54184,,31,
54188,,5,
54189,,13,
54190,,4,
54194,1,,
54198,1,2,
54206,,18,
54208,,2,
54209,,5,
54214,1,3,
54216,,1,
54217,,7,
54221,,14,
54225,,3,
54226,,1,
54227,,1,
54229,,11,
54231,,6,
54233,,5,
54236,,1,
54238,,4,
54240,,3,
54243,,7,
54244,1,,
54245,1,,
54247,,3,
54249,,7,
54251,,2,1
54254,,5,
54255,,6,
54257,,1,
54258,,2,
54259,,6,
54260,,2,
54264,,10,
54265,,1,
54271,1,,
54272,,5,
54273,,3,
54277,,13,
54279,,21,
54284,,3,
54285,,1,
54286,1,,
54287,,1,
54291,,2,
54292,,1,
54299,1,13,
54300,,3,
54303,,3,
54305,,30,
54309,,3,
54313,,3,
54314,,1,
54318,,2,
54319,,34,
54323,,10,
54324,,7,
54325,,2,
54327,,9,
54328,,4,1
54329,,3,
54330,,2,
54334,,1,
54336,1,16,
54338,,3,
54339,,6,
54340,,11,
54343,,13,
54346,,1,
54352,,1,
54353,,1,
54356,1,,
54361,,13,
54365,,7,
54366,,4,
54368,,7,
54374,,29,2
54375,,1,
54378,1,,
54379,,1,
54383,,3,
54384,,4,
54385,,3,
54386,,3,
54390,,4,
54392,,3,
54394,,6,
54397,,1,
54403,,27,
54407,,7,
54408,,8,
54410,,5,
54411,,2,
54412,,8,1
54413,1,2,
54416,,3,2
54420,,4,
54421,,8,
54422,,2,
54424,,3,
54425,,3,
54430,,4,
54431,,4,1
54432,,5,
54436,,1,
54441,,1,
54442,,2,
54447,,3,
54450,,2,
54452,,1,
54453,,3,
54456,,40,
54457,,4,
54459,,18,
54461,,5,
54464,,4,
54468,,4,
54469,1,,
54470,,20,
54472,,1,
54477,,1,
54478,,3,
54484,,2,
54488,,2,
54489,,7,
54492,,2,
54494,,13,
54495,,4,
54498,,1,
54504,,1,
54505,,11,
54507,,1,
54513,,1,
54518,,2,
54519,,14,
54520,,2,
54524,,1,
54526,,,1
54527,,4,
54528,,1,
54529,,2,
54530,,3,
54531,,2,
54532,,1,
54533,,1,
54534,,6,
54537,,1,
54538,,30,2
54539,1,1,1
54542,,6,
54544,,1,
54545,,1,
54546,,13,
54547,,5,
54548,,4,
54551,,1,
54552,,12,
54555,2,6,
54556,,7,
54558,,2,
54560,1,11,
54561,,5,1
54564,,3,
54565,,3,
54566,,1,
54567,,1,
54570,,3,
54573,,1,
54575,,1,
54576,,5,
54577,,4,
54579,,1,
54580,,4,
54581,,10,
54582,,21,
54585,,15,
54586,1,2,
54591,,1,
54593,,4,
54594,,20,
54595,,7,
54596,,,1
54602,,5,
54605,,25,
54607,,1,
54609,,1,
54612,,6,
54614,,2,
54615,,1,
54616,,3,
54619,,13,
54622,,1,
54623,,2,
54624,,7,
54625,,12,
54628,,9,
54631,,5,
54636,,2,
54640,,2,
54643,,1,
54644,,2,
54646,,1,
54647,,5,
54649,,3,
54651,,2,1
54653,1,1,
54655,,4,
54657,,21,
54659,,19,
54660,,6,
54662,1,,
54667,,5,
54669,,2,
54670,,10,
54672,,8,
54676,,5,
54677,,8,
54679,,10,
54681,,2,
54683,,7,
54685,1,2,
54686,,5,
54688,,1,
54689,,2,
54690,,7,
54691,1,23,
54692,,3,
54693,,6,
54694,,2,
54696,,4,
54697,,1,
54700,,4,
54701,,4,
54702,,5,
54707,,50,
54708,,5,
54710,,3,
54713,,1,
54715,,1,
54717,,6,
54719,,6,
54722,,5,
54723,,1,
54724,,,1
54726,,3,
54728,,4,
54730,,39,
54731,,2,
54742,,2,
54743,,2,
54744,,1,
54745,,4,
54747,,58,
54750,,4,
54751,,2,
54753,,1,
54757,,2,
54759,,11,1
54761,,24,
54763,,3,
54764,,15,
54766,,4,
54768,,2,
54771,,4,
54772,,1,
54775,,2,
54776,,14,
54778,,1,
54780,,8,
54781,,1,
54782,,3,
54783,,7,
54784,,7,
54787,,2,
54795,,3,
54798,,1,
54803,,6,
54806,,1,
54807,,10,
54810,1,,
54811,,2,
54812,,6,
54815,,2,
54820,,3,
54821,,4,
54823,,7,
54825,,1,
54828,,2,
54830,,1,
54837,,4,
54840,,7,
54843,,1,
54844,1,53,
54847,,2,
54848,,1,
54850,,5,
54851,,1,
54856,,4,
54857,,1,
54858,,18,
54860,,10,
54861,,16,
54868,,10,
54875,,9,
54876,,1,
54878,,2,
54880,,2,
54881,,18,
54882,,1,
54884,,1,
54886,,5,
54892,,3,
54897,,5,
54900,,2,
54906,,7,
54908,,1,
54909,,2,
54910,,12,
54916,,9,
54918,,9,
54919,,29,
54921,,8,
54923,,3,
54925,,35,
54926,,15,
54927,,4,
54929,,8,
54931,,1,
54933,,1,
54934,,1,
54935,,4,
54936,,1,
54938,,1,
54939,,2,
54940,,3,1
54943,,4,
54945,,1,
54946,1,1,1
54948,,1,
54949,,4,
54953,,1,
54954,,2,
54955,,1,
54956,,29,
54957,,6,
54967,,3,
54968,,1,
54969,,6,
54970,,11,
54975,,1,
54977,,7,
54978,,1,
54982,,2,
54983,,1,
54986,,1,
54987,,2,
54993,,12,
54995,1,3,
54996,,1,
54997,,6,
55002,,13,
55005,,5,
55006,,1,
55008,,2,
55011,,1,
55013,,1,
55015,,3,
55022,,6,
55026,,8,
55028,,1,
55030,,1,
55035,,1,
55036,,1,
55037,,2,
55039,,12,
55040,,1,
55041,,2,
55042,,3,
55044,,12,1
55047,,1,
55048,,1,
55050,,13,
55053,,7,
55058,,3,
55062,,15,
55063,,1,
55065,,11,
55066,,94,
55067,,1,
55068,,1,
55071,,3,
55072,,2,
55073,,1,
55074,,3,
55078,,1,
55080,,6,1
55084,,1,
55085,,11,
55088,,6,3
55091,,2,
55092,,3,
55101,,4,
55102,,3,
55106,,5,
55110,,4,
55116,,19,
55117,,1,
55124,,5,1
55127,,3,
55128,,9,
55130,,3,
55131,,3,
55134,,8,
55135,,1,
55137,,4,
55138,,1,
55143,,4,
55145,,13,
55148,,1,
55150,,1,
55155,,1,
55156,,3,
55162,,11,3
55163,,5,
55164,,20,
55179,,4,
55180,,1,
55183,,2,
55184,,4,
55185,,8,
55186,,10,
55189,,5,
55192,,1,
55193,2,,
55194,,1,
55197,,8,
55198,,17,
55201,,7,1
55202,,2,
55205,,3,
55208,,12,
55210,,6,
55215,,20,
55217,,1,
55219,,1,
55223,,14,
55224,,1,
55227,,7,
55228,,1,
55230,,2,
55234,,2,
55235,,10,
55236,1,,1
55238,,2,
55239,,1,
55241,,1,
55243,,8,1
55244,,1,
55245,,4,
55247,,7,
55248,,1,
55254,,3,
55256,,12,
55259,,2,
55263,,3,
55269,,3,
55272,,2,
55273,,10,
55275,,1,
55276,,6,
55279,,1,
55284,,13,
55287,,1,
55289,,10,
55291,,5,
55292,,2,
55295,,10,
55296,,3,
55301,,12,3
55304,,8,
55305,,4,
55306,,17,
55315,,1,
55317,,3,1
55318,,1,
55320,,1,
55321,,2,
55325,,6,
55333,,3,
55338,,3,
55339,,7,
55340,,5,
55345,,14,
55346,,5,
55348,,5,
55349,,1,
55352,1,10,
55353,,29,
55354,,7,
55356,,1,
55357,,5,
55358,,5,
55362,,1,
55364,,3,
55365,,6,
55370,,2,
55371,,1,
55376,,12,
55377,,3,1
55386,,2,1
55389,,5,
55391,,7,
55393,,3,
55396,,1,
55403,,6,
55404,1,1,
55405,,5,
55406,,11,
55408,,14,
55410,,,1
55416,,1,
55422,,2,
55424,,5,
55426,,6,
55427,,4,
55428,,1,
55429,,1,
55431,,5,
55434,,4,
55436,,2,
55438,,4,
55439,,1,
55441,,11,
55442,,3,
55447,,2,
55448,,2,
55449,1,30,
55450,,1,
55451,,2,
55452,,4,
55453,,2,
55457,,1,
55459,1,9,
55462,,2,
55465,,,1
55468,,2,
55470,,2,
55472,,6,
55473,,1,
55474,,1,
55476,,2,
55480,,4,
55481,,2,
55485,,2,
55486,,3,
55487,,7,
55488,,6,
55489,,5,
55492,,4,
55495,,28,1
55498,,2,
55501,,1,
55502,,6,
55507,,12,
55508,,3,
55510,,3,
55514,,2,
55516,,4,
55517,1,6,
55519,,2,
55522,,2,1
55524,,3,
55525,,1,
55526,,1,
55528,,13,
55534,,5,
55539,,15,
55540,1,12,3
55548,,1,
55549,,7,
55551,,2,
55555,,2,
55563,,18,
55565,,2,
55569,1,15,
55570,,8,
55571,,1,
55572,,3,
55573,,16,
55574,,1,
55575,,1,
55576,,1,
55578,,3,
55581,,5,
55582,,1,
55584,,1,
55585,,1,
55586,,1,
55587,1,18,
55588,,9,
55591,,1,
55592,,13,
55594,,8,
55595,,1,
55602,,4,
55606,,6,
55607,,2,
55608,,2,
55610,,6,
55611,,10,
55612,,5,
55613,,7,
55614,,11,
55618,,19,
55619,,30,
55623,,11,
55624,,2,
55628,,1,
55632,,5,
55634,,12,
55638,,13,
55639,,2,
55640,,1,
55641,,1,
55642,,1,
55645,,2,
55647,,7,
55655,,1,
55656,,4,
55658,,2,
55659,,6,
55660,,6,
55663,,1,
55664,1,4,
55665,,3,
55666,,9,
55671,,9,
55673,,1,
55676,,2,
55678,,3,
55680,,1,
55682,,1,
55685,,1,
55687,,12,
55688,,16,
55690,,4,
55691,1,20,
55698,,6,
55699,,1,
55701,,3,
55702,,2,
55706,,1,
55709,,19,
55712,,1,
55713,1,,
55714,,1,
55715,,20,
55717,,4,
55720,,3,
55721,,,1
55727,,1,
55728,,2,
55730,,1,
55731,,4,
55732,1,2,
55734,1,1,
55736,,2,
55739,,1,
55743,,5,
55744,,3,
55745,,1,
55746,,11,
55748,,1,
55749,,7,
55750,,1,1
55751,,39,
55752,,1,
55753,,11,
55754,,2,
55758,,2,
55760,,1,
55762,,3,
55771,,3,
55780,,1,
55783,,18,
55784,,2,
55786,1,1,
55793,,1,
55796,,1,1
55799,,48,
55805,,3,
55806,,2,
55807,1,6,
55810,,3,
55813,,2,
55815,,2,
55816,,8,
55817,,5,
55818,,4,2
55820,,25,
55825,,6,
55826,,1,
55827,1,5,
55833,1,13,
55834,,4,
55835,,2,
55838,,6,1
55841,,,1
55843,,2,
55844,,10,
55845,,2,
55846,,18,
55847,,4,
55853,,23,
55855,,1,
55856,,1,
55859,,2,
55860,,3,
55861,,1,
55863,,2,
55864,,2,
55866,,3,
55867,,2,
55874,,2,
55876,,1,
55878,,8,
55881,,10,
55888,,3,
55889,,2,
55890,,2,
55891,,3,
55898,,11,
55907,,8,
55909,,9,
55910,,2,
55911,,2,
55912,,4,
55913,,1,
55917,,3,
55918,,1,
55919,,1,
55922,,4,
55926,,1,
55927,,1,
55929,,1,
55930,,6,
55932,,1,
55933,,6,
55934,,6,
55935,1,,
55936,,1,
55938,,3,
55939,,1,
55941,,1,
55942,,1,
55943,,3,
55944,,1,
55946,,1,
55947,,2,
55948,,4,
55952,1,,
55953,,2,
55954,,5,
55961,,1,
55962,,1,
55963,,1,
55966,,2,
55967,,10,
55968,,3,
55973,,4,
55979,,2,
55980,,2,
55981,,9,
55990,,1,
55992,1,4,
56000,,3,
56002,,2,
56003,,5,
56006,,10,
56007,,2,
56013,,7,
56017,,2,
56019,,8,
56020,,1,
56022,,15,
56026,,2,
56027,,1,
56029,,2,
56030,,2,
56034,,7,
56037,,5,2
56038,,1,
56040,,6,1
56042,,5,
56045,,2,
56046,,5,
56052,,2,
56053,,3,
56055,,19,
56061,,9,1
56063,,13,
56065,,5,1
56069,,2,
56071,,1,
56073,,16,
56076,,4,
56079,,2,
56083,,2,
56084,,1,
56085,,10,
56088,,2,
56089,,1,
56090,,1,
56094,,1,
56095,,4,
56096,,2,
56097,,1,
56100,,3,
56102,,7,
56103,,5,
56105,,11,
56106,,3,
56108,1,1,
56109,,11,
56111,,7,
56114,,8,
56119,,1,
56120,,10,
56124,2,5,
56125,,9,
56126,,6,
56129,,3,
56130,,18,
56135,,3,
56139,,2,
56144,,3,
56145,,1,
56147,,3,
56150,,2,
56152,,4,
56153,,1,
56156,,7,
56157,,12,
56160,,5,
56161,,9,
56165,,6,
56166,,8,
56168,,2,
56169,,11,
56173,,1,
56174,,12,
56175,,12,
56176,,1,
56177,,14,
56179,,1,
56181,,1,
56184,,1,
56185,,6,
56187,,1,
56188,,2,
56194,,1,
56195,,2,
56196,,2,
56200,,1,
56201,,1,
56203,,4,
56206,,2,
56207,,3,
56209,,11,
56212,,14,
56213,,2,
56214,1,,
56217,,2,
56220,,1,
56226,1,,
56228,,4,
56230,,1,
56232,,3,
56233,,14,
56234,,8,
56235,,20,
56237,,1,
56238,,6,
56242,,1,
56244,,3,
56245,,55,
56248,,4,
56249,,1,
56253,,7,
56255,,1,
56257,,6,
56259,,1,
56260,,4,
56261,,5,
56263,,1,
56265,,4,1
56267,,1,
56268,3,6,1
56269,,2,
56271,,5,
56272,,3,
56273,,1,
56277,,3,
56279,,19,
56282,,17,
56283,,1,
56284,,1,
56286,,6,
56287,,22,
56290,,13,
56291,1,,
56292,,3,
56295,,5,
56297,,3,
56298,,2,
56302,,1,
56304,,20,
56309,,5,
56310,,9,
56311,,,1
56312,,1,
56317,,1,
56320,,1,
56323,,10,
56325,,1,
56326,2,1,
56327,,24,
56328,,5,1
56330,,9,
56332,,2,
56335,,1,
56337,,3,
56340,,3,
56341,,3,
56345,,5,
56348,1,27,
56353,,2,
56354,,2,
56355,,13,1
56357,,2,
56365,,1,
56366,,4,
56367,,2,2
56370,,7,
56372,,1,
56373,,9,
56377,,7,
56381,,9,
56387,,3,
56388,1,,
56392,,9,
56393,,3,
56395,,23,
56396,,1,
56399,,1,
56402,,1,
56403,,2,
56406,,3,
56407,,1,
56408,,4,
56410,1,,
56415,,9,
56417,,6,1
56418,,1,
56419,,1,
56423,,6,
56424,,5,
56425,,3,
56426,,3,
56427,,1,
56430,,10,
56432,,4,
56436,,5,
56437,,1,
56439,,3,
56440,,16,
56442,,6,
56443,,2,
56449,,1,
56451,,1,
56454,,4,
56459,,27,
56462,,15,
56466,,3,
56472,,3,
56473,,13,
56476,,4,
56480,,13,
56482,,9,
56483,,2,
56486,,68,
56487,,1,
56488,,4,
56489,,1,
56490,1,,
56494,,1,
56495,,10,
56498,,2,
56499,,2,
56502,,2,
56503,,3,2
56508,1,12,
56509,,1,
56510,,1,
56512,,5,
56513,,1,
56515,,19,
56519,,2,
56520,,1,
56522,,4,
56526,,2,
56528,,10,
56532,,11,
56535,,5,
56536,,4,
56537,,9,
56541,,1,
56546,1,,
56550,,1,
56554,3,,
56556,,14,
56559,,3,
56560,,3,
56561,,2,
56562,,2,
56563,,3,
56564,,12,
56567,,31,
56568,,1,
56570,,12,
56571,,2,
56572,,2,
56573,,1,
56574,,1,
56575,1,8,
56577,,2,
56578,,14,
56581,,2,
56582,,2,
56583,,1,1
56584,,5,
56587,,5,
56590,,12,
56594,,6,
56596,,1,
56597,,4,
56599,,8,
56600,,9,
56601,,4,
56602,,7,
56603,,2,
56604,,3,
56606,,3,
56609,,10,
56610,,4,
56613,,10,
56618,,1,
56625,,13,
56629,,2,
56632,,3,
56633,,1,
56637,,1,
56642,,5,
56643,1,1,
56646,,13,
56648,,6,
56652,,5,
56665,,8,
56666,,6,
56670,,9,
56673,,2,
56675,1,16,
56676,,5,
56677,,2,
56684,,2,
56686,,1,
56688,,11,
56689,,6,
56690,,18,
56691,,2,
56692,,2,
56693,,1,
56696,,5,
56697,,2,
56701,,2,
56704,,1,
56705,,52,
56709,,2,
56711,,3,
56713,,1,
56715,,9,
56716,,1,
56718,,3,
56719,,1,
56722,,3,
56723,,6,
56724,,,1
56728,,2,
56739,,1,
56740,,3,
56745,,3,
56746,,1,
56749,1,6,
56752,1,3,
56753,,6,
56755,,15,
56758,,1,
56761,,1,
56762,,1,
56764,,2,
56767,,1,
56770,,3,
56774,,1,
56775,,7,
56776,,1,
56777,,8,
56778,,6,
56779,,1,
56780,,4,
56786,,1,
56787,,1,
56791,,3,
56792,,1,
56793,,4,
56799,,7,1
56802,,2,
56803,,3,
56805,,1,
56808,,2,
56810,,11,
56811,,5,
56812,,2,
56813,,8,
56814,,2,
56817,,2,
56819,,5,
56820,,2,
56826,,1,
56828,,1,
56829,,2,
56830,,3,
56833,,2,
56834,,3,
56835,,3,
56841,,5,
56842,1,1,
56844,,6,
56845,,2,
56846,,2,
56850,,14,
56851,,4,
56859,,3,
56863,1,1,
56867,,1,
56869,,33,
56873,,3,
56875,,5,
56876,,3,
56879,,1,
56880,,3,
56885,,12,
56888,,9,
56891,,2,
56895,,1,
56896,,4,
56897,,22,
56901,,2,
56904,,7,
56906,,30,
56907,,44,
56908,1,,
56914,,4,
56916,,4,
56917,,1,
56918,,1,
56920,,2,
56923,,4,
56924,,1,
56930,,1,
56931,,12,
56932,,1,
56933,,3,
56935,,1,
56938,,4,
56941,,7,
56943,,2,
56946,,1,
56950,,5,
56951,,2,
56954,1,6,
56960,,22,
56961,,6,
56965,,8,
56966,,4,
56967,,7,
56968,,9,
56971,,3,
56975,,3,
56976,,2,
56977,,2,
56982,,2,
56983,,1,
56984,1,,
56985,,6,
56987,,1,
56989,,1,
56991,,2,
56992,,3,
56993,,21,
56996,,,1
57001,,5,
57007,,1,
57008,,17,
57009,,21,
57010,,8,
57013,,4,
57014,,1,
57015,,4,
57016,,7,
57017,,7,
57020,,1,
57026,1,,
57027,,17,
57028,1,9,4
57029,,,1
57032,,1,
57034,,,1
57035,,4,
57038,,26,
57041,,5,
57042,,4,
57045,,20,
57046,,1,
57047,,2,
57049,1,23,
57051,,1,
57054,,19,
57056,,1,
57059,,1,
57062,,4,
57063,,7,
57064,,11,
57065,,9,1
57066,,2,
57070,,3,
57071,,1,
57073,,1,
57074,,1,
57076,,1,
57077,,1,
57078,,1,
57083,,1,
57084,,1,
57086,,13,
57087,,2,
57088,,2,
57093,,1,
57095,1,2,
57097,,3,
57098,,5,
57099,,3,
57101,,12,
57103,,6,
57104,,1,
57106,,1,
57110,,12,
57112,,1,
57115,,1,
57118,1,,1
57120,,5,
57121,,10,
57122,,4,
57123,,7,
57128,1,,
57132,,8,
57134,,9,1
57138,1,4,1
57140,,10,
57142,,2,
57145,,8,
57146,,2,
57148,,1,
57154,,3,
57155,,5,
57156,,3,
57157,,16,
57158,,2,
57161,,4,
57162,,1,
57167,,4,
57168,,1,
57170,,5,
57171,,8,
57172,,1,
57174,,11,
57176,,4,
57185,,6,
57186,,4,
57189,,9,
57191,,1,
57192,,7,4
57195,,1,
57198,1,,
57205,,1,
57207,,2,
57213,,14,
57214,,5,
57217,,3,
57218,,5,
57219,,34,
57220,,6,1
57221,,4,
57222,1,11,
57223,,5,
57228,,4,
57229,,1,
57232,1,,2
57234,,1,
57236,,3,
57239,,1,
57240,,1,
57241,,1,
57242,,31,
57246,1,19,
57248,,5,
57249,,8,
57254,1,13,1
57255,,2,
57260,,5,
57261,,7,
57262,,4,
57265,,3,
57267,,13,
57272,,8,
57274,,3,
57276,,9,
57277,,1,
57278,,2,
57279,,1,
57280,,2,
57282,,8,
57283,,1,
57285,,1,
57288,,1,
57291,,1,
57294,,5,
57296,,2,
57298,,1,
57307,,26,
57308,,1,
57313,,6,
57318,,1,
57319,,14,1
57321,,2,
57322,,6,
57326,,6,
57327,,13,
57330,,9,
57332,,2,
57335,,2,
57338,,1,
57339,,6,
57347,,1,
57348,,1,
57349,,6,
57351,,4,
57352,,29,
57353,,3,
57354,,3,
57355,,1,
57357,,7,
57359,,2,
57362,,1,
57366,,3,
57367,,5,
57368,,7,
57371,,21,
57372,,12,
57374,,1,
57378,,3,
57381,,6,
57382,,10,
57383,,4,
57385,,7,
57387,,8,
57388,,1,
57389,,19,
57394,,2,
57396,,1,
57399,,1,
57400,,2,
57401,,7,
57402,,1,
57404,,3,
57406,,11,
57411,,16,
57416,,4,
57417,,6,
57422,,1,
57425,,5,
57427,,1,
57428,,6,
57437,,3,
57439,,7,
57440,,1,
57444,,1,
57445,,1,
57446,,1,
57447,1,5,
57450,,1,
57451,,2,
57452,,2,
57457,,2,
57459,,13,
57460,,2,
57461,,2,
57463,,1,
57464,,10,
57465,,2,
57466,,3,
57468,,2,
57471,,1,
57472,1,6,
57473,,17,
57477,1,5,
57483,,1,
57484,,3,
57485,,3,
57489,,1,
57491,,1,
57496,,4,
57503,,11,
57510,,3,
57512,,3,
57513,,4,
57515,,1,
57516,,1,
57520,,6,
57521,,1,
57523,,4,
57524,1,1,
57525,,1,
57526,,4,
57527,,2,
57529,,1,
57531,,78,3
57532,,1,
57537,,1,
57538,,13,
57543,,9,
57544,,2,
57545,,10,
57547,,6,
57548,,1,
57551,,1,
57552,,9,
57553,,5,
57554,,5,
57556,,1,
57557,,4,
57561,,1,
57562,,9,
57565,,8,
57567,,1,
57569,,1,
57570,,1,
57572,,1,1
57573,,7,
57574,,9,
57577,,2,
57580,,1,
57581,,5,
57583,,2,
57584,,1,
57593,,9,
57595,,1,
57598,,1,
57599,,4,
57600,,1,
57602,,2,
57605,,2,
57606,,1,
57609,,4,
57613,,3,
57615,,1,
57621,,1,
57623,,2,
57629,,1,
57630,,10,
57633,,3,
57638,,2,
57639,,1,
57641,,10,
57642,,1,
57643,,8,
57645,,1,
57647,,2,
57654,,2,
57655,,10,
57657,,2,
57658,,2,
57660,,3,
57663,,6,
57672,,11,
57683,,5,1
57684,,2,
57689,,1,
57691,,14,
57692,,1,
57693,,4,
57698,,2,
57701,,1,
57708,,3,1
57709,,12,
57712,,2,
57713,,2,
57715,,2,
57716,,12,
57718,,4,
57722,,2,
57724,,3,
57729,,5,
57732,,6,
57733,,2,
57735,,3,
57737,,18,
57740,,9,
57741,,2,
57743,,13,
57744,,,1
57746,,10,
57748,,8,
57749,,2,
57753,,4,
57756,,5,
57757,,1,
57758,,3,
57759,,1,
57760,,6,
57762,,7,
57763,,3,1
57764,,3,
57765,,1,
57766,,3,
57767,,6,
57768,,4,
57780,,2,
57783,,5,
57786,,3,
57787,,1,
57790,,4,
57792,,8,
57793,,2,
57794,,2,
57798,,3,
57799,,16,
57804,,1,
57806,,3,
57807,,2,
57812,1,2,
57816,,2,
57818,,3,
57819,,4,
57823,,1,
57826,1,,
57828,,9,
57829,,1,
57830,,3,
57831,2,6,
57833,,1,
57838,,1,
57842,,3,
57843,,3,
57845,,2,
57847,,1,
57850,,6,
57853,4,9,
57860,,,1
57861,,4,
57864,,3,
57866,,1,
57867,,4,
57870,,2,
57872,,2,
57877,,10,
57881,,8,
57882,,2,
57883,,1,
57884,,16,
57885,,23,
57886,,8,
57887,,4,
57889,,1,
57894,,1,
57895,,1,
57896,,7,
57898,,1,
57901,,2,
57902,,1,
57903,,18,
57906,,1,
57907,,1,1
57908,,10,
57909,,5,
57911,,2,
57912,,3,
57914,,2,
57915,,2,
57917,,6,
57921,,2,
57922,,10,
57923,,2,
